Entity,Date,Seasonal variation,Combined measurements,Monthly averaged,Annual averaged,monthly_sea_surface_temperature_anomaly,Sea surface temp (lower-bound),Sea surface temp (upper-bound),Monthly pH measurement,Annual average,Temperature anomaly,Church & White,University of Hawaii,Average,arctic_sea_ice_osisaf,Monthly averaged,Annual averaged,Monthly averaged,Annual averaged
World,11/15/01,,,,,-0.47325,-0.5585,-0.391,,,-0.16,,,,,,,,
World,12/15/01,,,,,-0.48099,-0.57,-0.395,,,-0.27,,,,,,,,
World,1/15/02,,,,,-0.46075,-0.545,-0.387,,,-0.16,-145.5807292,,-145.58073,,,,,
World,2/15/02,,,,,-0.4168,-0.5,-0.346,,,-0.09,,,,,,,,
World,3/15/02,,,,,-0.44922,-0.533,-0.3785,,,-0.27,,,,,,,,
World,4/15/02,,,,,-0.43128,-0.511,-0.3645,,,-0.27,-150.7807292,,-150.78073,,,,,
World,5/15/02,,,,,-0.46408,-0.538,-0.3975,,,-0.32,,,,,,,,
World,6/15/02,,,,,-0.51548,-0.587,-0.4495,,,-0.31,,,,,,,,
World,7/15/02,,,,,-0.46606,-0.534,-0.403,,,-0.27,-153.7140625,,-153.71406,,,,,
World,8/15/02,,,,,-0.49,-0.56,-0.427,,,-0.3,,,,,,,,
World,9/15/02,,,,,-0.44023,-0.518,-0.375,,,-0.29,,,,,,,,
World,10/15/02,,,,,-0.49272,-0.5735,-0.422,,,-0.3,-145.4140625,,-145.41406,,,,,
World,11/15/02,,,,,-0.45502,-0.542,-0.3735,,,-0.36,,,,,,,,
World,12/15/02,,,,,-0.36273,-0.45,-0.2845,,,-0.41,,,,,,,,
World,1/15/03,,,,,-0.39748,-0.4845,-0.3155,,,-0.23,-144.8140625,,-144.81406,,,,,
World,2/15/03,,,,,-0.40157,-0.4865,-0.323,,,-0.05,,,,,,,,
World,3/15/03,,,,,-0.4219,-0.5045,-0.3455,,,-0.23,,,,,,,,
World,4/15/03,,,,,-0.54653,-0.6275,-0.4725,,,-0.41,-134.6140625,,-134.61406,,,,,
World,5/15/03,,,,,-0.50502,-0.5815,-0.4335,,,-0.39,,,,,,,,
World,6/15/03,,,,,-0.60929,-0.6795,-0.5405,,,-0.42,,,,,,,,
World,7/15/03,,,,,-0.57719,-0.647,-0.51,,,-0.34,-138.3473958,,-138.3474,,,,,
World,8/15/03,,,,,-0.72882,-0.8,-0.664,,,-0.45,,,,,,,,
World,9/15/03,,,,,-0.63891,-0.7145,-0.5685,,,-0.49,,,,,,,,
World,10/15/03,,,,,-0.73435,-0.8185,-0.6555,,,-0.46,-145.7140625,,-145.71406,,,,,
World,11/15/03,,,,,-0.70092,-0.7895,-0.617,,,-0.41,,,,,,,,
World,12/15/03,,,,,-0.63117,-0.7185,-0.5495,,,-0.5,,,,,,,,
World,1/15/04,,,,,-0.6817,-0.7735,-0.598,,,-0.62,-144.7807292,,-144.78073,,,,,
World,2/15/04,,,,,-0.69619,-0.7825,-0.6185,,,-0.58,,,,,,,,
World,3/15/04,,,,,-0.67156,-0.7555,-0.5955,,,-0.5,,,,,,,,
World,4/15/04,,,,,-0.58588,-0.67,-0.5095,,,-0.51,-147.7473958,,-147.7474,,,,,
World,5/15/04,,,,,-0.62231,-0.7,-0.55,,,-0.52,,,,,,,,
World,6/15/04,,,,,-0.60808,-0.6835,-0.53,,,-0.48,,,,,,,,
World,7/15/04,,,,,-0.5894,-0.661,-0.5175,,,-0.51,-152.2473958,,-152.2474,,,,,
World,8/15/04,,,,,-0.57926,-0.6525,-0.5095,,,-0.49,,,,,,,,
World,9/15/04,,,,,-0.52964,-0.6085,-0.458,,,-0.56,,,,,,,,
World,10/15/04,,,,,-0.58549,-0.6705,-0.5085,,,-0.39,-155.0807292,,-155.08073,,,,,
World,11/15/04,,,,,-0.56936,-0.6595,-0.4875,,,-0.17,,,,,,,,
World,12/15/04,,,,,-0.50942,-0.5995,-0.4275,,,-0.33,,,,,,,,
World,1/15/05,,,,,-0.49779,-0.59,-0.412,,,-0.35,-160.5473958,,-160.5474,,,,,
World,2/15/05,,,,,-0.52486,-0.6165,-0.44,,,-0.59,,,,,,,,
World,3/15/05,,,,,-0.49445,-0.583,-0.412,,,-0.21,,,,,,,,
World,4/15/05,,,,,-0.53264,-0.619,-0.453,,,-0.33,-160.8140625,,-160.81406,,,,,
World,5/15/05,,,,,-0.39821,-0.4795,-0.3185,,,-0.29,,,,,,,,
World,6/15/05,,,,,-0.41173,-0.486,-0.335,,,-0.28,,,,,,,,
World,7/15/05,,,,,-0.32199,-0.3935,-0.247,,,-0.26,-154.4140625,,-154.41406,,,,,
World,8/15/05,,,,,-0.38271,-0.4565,-0.311,,,-0.2,,,,,,,,
World,9/15/05,,,,,-0.465,-0.544,-0.392,,,-0.19,,,,,,,,
World,10/15/05,,,,,-0.43622,-0.5245,-0.354,,,-0.25,-150.8140625,,-150.81406,,,,,
World,11/15/05,,,,,-0.42235,-0.5155,-0.3355,,,-0.07,,,,,,,,
World,12/15/05,,,,,-0.33458,-0.4295,-0.2455,,,-0.13,,,,,,,,
World,1/15/06,,,,,-0.20326,-0.2975,-0.113,,,-0.28,-154.9473958,,-154.9474,,,,,
World,2/15/06,,,,,-0.21434,-0.3075,-0.1245,,,-0.29,,,,,,,,
World,3/15/06,,,,,-0.25513,-0.3445,-0.1685,,,-0.18,,,,,,,,
World,4/15/06,,,,,-0.30232,-0.3855,-0.224,,,-0.05,-150.4140625,,-150.41406,,,,,
World,5/15/06,,,,,-0.53047,-0.6115,-0.451,,,-0.26,,,,,,,,
World,6/15/06,,,,,-0.41494,-0.494,-0.331,,,-0.19,,,,,,,,
World,7/15/06,,,,,-0.40762,-0.482,-0.329,,,-0.23,-146.8473958,,-146.8474,,,,,
World,8/15/06,,,,,-0.42058,-0.496,-0.347,,,-0.2,,,,,,,,
World,9/15/06,,,,,-0.46002,-0.5405,-0.3835,,,-0.28,,,,,,,,
World,10/15/06,,,,,-0.46836,-0.559,-0.3805,,,-0.2,-148.9807292,,-148.98073,,,,,
World,11/15/06,,,,,-0.46606,-0.5615,-0.377,,,-0.37,,,,,,,,
World,12/15/06,,,,,-0.471,-0.567,-0.38,,,-0.15,,,,,,,,
World,1/15/07,,,,,-0.39173,-0.473,-0.314,,,-0.43,-151.1473958,,-151.1474,,,,,
World,2/15/07,,,,,-0.45567,-0.5355,-0.376,,,-0.51,,,,,,,,
World,3/15/07,,,,,-0.38456,-0.462,-0.306,,,-0.27,,,,,,,,
World,4/15/07,,,,,-0.41937,-0.4925,-0.3455,,,-0.37,-147.2807292,,-147.28073,,,,,
World,5/15/07,,,,,-0.45779,-0.5265,-0.3835,,,-0.46,,,,,,,,
World,6/15/07,,,,,-0.52268,-0.5855,-0.446,,,-0.42,,,,,,,,
World,7/15/07,,,,,-0.45352,-0.5155,-0.3795,,,-0.35,-147.3807292,,-147.38073,,,,,
World,8/15/07,,,,,-0.50203,-0.5655,-0.431,,,-0.34,,,,,,,,
World,9/15/07,,,,,-0.47731,-0.5475,-0.408,,,-0.34,,,,,,,,
World,10/15/07,,,,,-0.50328,-0.5805,-0.427,,,-0.22,-157.0473958,,-157.0474,,,,,
World,11/15/07,,,,,-0.51656,-0.599,-0.4375,,,-0.46,,,,,,,,
World,12/15/07,,,,,-0.53807,-0.6215,-0.4575,,,-0.47,,,,,,,,
World,1/15/08,,,,,-0.51725,-0.5895,-0.437,,,-0.44,-154.4807292,,-154.48073,,,,,
World,2/15/08,,,,,-0.4973,-0.5635,-0.423,,,-0.33,,,,,,,,
World,3/15/08,,,,,-0.56251,-0.625,-0.4945,,,-0.55,,,,,,,,
World,4/15/08,,,,,-0.57459,-0.633,-0.5095,,,-0.44,-153.9473958,,-153.9474,,,,,
World,5/15/08,,,,,-0.52964,-0.585,-0.4645,,,-0.37,,,,,,,,
World,6/15/08,,,,,-0.5625,-0.6195,-0.4955,,,-0.38,,,,,,,,
World,7/15/08,,,,,-0.5524,-0.6095,-0.4865,,,-0.35,-149.6140625,,-149.61406,,,,,
World,8/15/08,,,,,-0.56944,-0.6255,-0.5045,,,-0.46,,,,,,,,
World,9/15/08,,,,,-0.59936,-0.6565,-0.5365,,,-0.36,,,,,,,,
World,10/15/08,,,,,-0.60309,-0.668,-0.5325,,,-0.44,-156.4807292,,-156.48073,,,,,
World,11/15/08,,,,,-0.60567,-0.6745,-0.5275,,,-0.52,,,,,,,,
World,12/15/08,,,,,-0.65058,-0.7195,-0.573,,,-0.49,,,,,,,,
World,1/15/09,,,,,-0.55511,-0.6155,-0.481,,,-0.73,-152.3140625,,-152.31406,,,,,
World,2/15/09,,,,,-0.58228,-0.641,-0.5095,,,-0.46,,,,,,,,
World,3/15/09,,,,,-0.65408,-0.7115,-0.5845,,,-0.54,,,,,,,,
World,4/15/09,,,,,-0.55756,-0.6145,-0.4915,,,-0.59,-146.3140625,,-146.31406,,,,,
World,5/15/09,,,,,-0.55294,-0.608,-0.485,,,-0.55,,,,,,,,
World,6/15/09,,,,,-0.58354,-0.6435,-0.513,,,-0.52,,,,,,,,
World,7/15/09,,,,,-0.66859,-0.7275,-0.599,,,-0.45,-152.7807292,,-152.78073,,,,,
World,8/15/09,,,,,-0.46426,-0.52,-0.3975,,,-0.34,,,,,,,,
World,9/15/09,,,,,-0.54377,-0.5975,-0.4815,,,-0.39,,,,,,,,
World,10/15/09,,,,,-0.60852,-0.666,-0.539,,,-0.4,-148.6473958,,-148.6474,,,,,
World,11/15/09,,,,,-0.65017,-0.708,-0.58,,,-0.32,,,,,,,,
World,12/15/09,,,,,-0.61977,-0.68,-0.547,,,-0.56,,,,,,,,
World,1/15/10,,,,,-0.50596,-0.5615,-0.443,,,-0.42,-150.8473958,,-150.8474,,,,,
World,2/15/10,,,,,-0.58833,-0.6445,-0.5245,,,-0.41,,,,,,,,
World,3/15/10,,,,,-0.58753,-0.6405,-0.5265,,,-0.5,,,,,,,,
World,4/15/10,,,,,-0.56367,-0.6185,-0.5045,,,-0.43,-150.9473958,,-150.9474,,,,,
World,5/15/10,,,,,-0.56679,-0.627,-0.5055,,,-0.34,,,,,,,,
World,6/15/10,,,,,-0.58478,-0.65,-0.5225,,,-0.38,,,,,,,,
World,7/15/10,,,,,-0.63442,-0.704,-0.5705,,,-0.34,-146.3140625,,-146.31406,,,,,
World,8/15/10,,,,,-0.56872,-0.633,-0.5065,,,-0.37,,,,,,,,
World,9/15/10,,,,,-0.56375,-0.6145,-0.5085,,,-0.39,,,,,,,,
World,10/15/10,,,,,-0.54053,-0.5945,-0.478,,,-0.41,-148.7140625,,-148.71406,,,,,
World,11/15/10,,,,,-0.62734,-0.6855,-0.56,,,-0.57,,,,,,,,
World,12/15/10,,,,,-0.67878,-0.7375,-0.611,,,-0.67,,,,,,,,
World,1/15/11,,,,,-0.53373,-0.5945,-0.4805,,,-0.62,-149.1473958,,-149.1474,,,,,
World,2/15/11,,,,,-0.70665,-0.767,-0.655,,,-0.57,,,,,,,,
World,3/15/11,,,,,-0.65633,-0.7155,-0.606,,,-0.6,,,,,,,,
World,4/15/11,,,,,-0.75388,-0.815,-0.7035,,,-0.53,-144.0807292,,-144.08073,,,,,
World,5/15/11,,,,,-0.68762,-0.7525,-0.6355,,,-0.51,,,,,,,,
World,6/15/11,,,,,-0.64218,-0.716,-0.5865,,,-0.5,,,,,,,,
World,7/15/11,,,,,-0.62747,-0.706,-0.5695,,,-0.42,-141.3807292,,-141.38073,,,,,
World,8/15/11,,,,,-0.56883,-0.6355,-0.5175,,,-0.44,,,,,,,,
World,9/15/11,,,,,-0.5254,-0.585,-0.4765,,,-0.41,,,,,,,,
World,10/15/11,,,,,-0.49389,-0.551,-0.442,,,-0.26,-133.5807292,,-133.58073,,,,,
World,11/15/11,,,,,-0.46782,-0.5255,-0.413,,,-0.21,,,,,,,,
World,12/15/11,,,,,-0.37104,-0.4305,-0.3125,,,-0.21,,,,,,,,
World,1/15/12,,,,,-0.3314,-0.3905,-0.272,,,-0.25,-142.9473958,,-142.9474,,,,,
World,2/15/12,,,,,-0.38905,-0.4495,-0.3305,,,-0.14,,,,,,,,
World,3/15/12,,,,,-0.25315,-0.3105,-0.197,,,-0.38,,,,,,,,
World,4/15/12,,,,,-0.34632,-0.4095,-0.289,,,-0.17,-149.6807292,,-149.68073,,,,,
World,5/15/12,,,,,-0.42535,-0.491,-0.3685,,,-0.21,,,,,,,,
World,6/15/12,,,,,-0.41098,-0.488,-0.35,,,-0.24,,,,,,,,
World,7/15/12,,,,,-0.43527,-0.5145,-0.3735,,,-0.43,-142.6473958,,-142.6474,,,,,
World,8/15/12,,,,,-0.53886,-0.6105,-0.4795,,,-0.54,,,,,,,,
World,9/15/12,,,,,-0.56691,-0.624,-0.5135,,,-0.58,,,,,,,,
World,10/15/12,,,,,-0.59109,-0.6485,-0.535,,,-0.57,-141.0807292,,-141.08073,,,,,
World,11/15/12,,,,,-0.5726,-0.6325,-0.5125,,,-0.39,,,,,,,,
World,12/15/12,,,,,-0.55247,-0.613,-0.492,,,-0.43,,,,,,,,
World,1/15/13,,,,,-0.53111,-0.593,-0.464,,,-0.4,-142.0473958,,-142.0474,,,,,
World,2/15/13,,,,,-0.42729,-0.488,-0.368,,,-0.45,,,,,,,,
World,3/15/13,,,,,-0.52672,-0.5895,-0.4685,,,-0.42,,,,,,,,
World,4/15/13,,,,,-0.52057,-0.589,-0.461,,,-0.39,-150.2140625,,-150.21406,,,,,
World,5/15/13,,,,,-0.45051,-0.522,-0.391,,,-0.44,,,,,,,,
World,6/15/13,,,,,-0.52865,-0.6095,-0.4655,,,-0.45,,,,,,,,
World,7/15/13,,,,,-0.52399,-0.603,-0.462,,,-0.36,-140.3140625,,-140.31406,,,,,
World,8/15/13,,,,,-0.51259,-0.5855,-0.4535,,,-0.33,,,,,,,,
World,9/15/13,,,,,-0.47522,-0.5345,-0.421,,,-0.35,,,,,,,,
World,10/15/13,,,,,-0.44616,-0.5065,-0.3895,,,-0.32,-136.1140625,,-136.11406,,,,,
World,11/15/13,,,,,-0.45037,-0.5115,-0.3825,,,-0.19,,,,,,,,
World,12/15/13,,,,,-0.40631,-0.4685,-0.339,,,-0.02,,,,,,,,
World,1/15/14,,,,,-0.37561,-0.4385,-0.3115,,,0.05,-137.5473958,,-137.5474,,,,,
World,2/15/14,,,,,-0.37087,-0.4325,-0.308,,,-0.1,,,,,,,,
World,3/15/14,,,,,-0.3964,-0.458,-0.3375,,,-0.24,,,,,,,,
World,4/15/14,,,,,-0.39954,-0.4655,-0.3375,,,-0.3,-139.6473958,,-139.6474,,,,,
World,5/15/14,,,,,-0.38919,-0.464,-0.324,,,-0.21,,,,,,,,
World,6/15/14,,,,,-0.39056,-0.474,-0.323,,,-0.25,,,,,,,,
World,7/15/14,,,,,-0.4077,-0.493,-0.34,,,-0.23,-143.6140625,,-143.61406,,,,,
World,8/15/14,,,,,-0.32654,-0.3945,-0.2665,,,-0.16,,,,,,,,
World,9/15/14,,,,,-0.39279,-0.4575,-0.331,,,-0.17,,,,,,,,
World,10/15/14,,,,,-0.19105,-0.255,-0.1295,,,-0.03,-132.1807292,,-132.18073,,,,,
World,11/15/14,,,,,-0.1442,-0.2105,-0.077,,,-0.15,,,,,,,,
World,12/15/14,,,,,-0.26542,-0.331,-0.193,,,-0.04,,,,,,,,
World,1/15/15,,,,,-0.23683,-0.2995,-0.1595,,,-0.2,-108.7473958,,-108.7474,,,,,
World,2/15/15,,,,,-0.33227,-0.394,-0.256,,,-0.04,,,,,,,,
World,3/15/15,,,,,-0.13696,-0.1975,-0.0685,,,-0.1,,,,,,,,
World,4/15/15,,,,,-0.20254,-0.2655,-0.1425,,,0.07,-124.2140625,,-124.21406,,,,,
World,5/15/15,,,,,-0.20075,-0.2715,-0.1365,,,-0.06,,,,,,,,
World,6/15/15,,,,,-0.18259,-0.264,-0.1145,,,-0.22,,,,,,,,
World,7/15/15,,,,,-0.20881,-0.2955,-0.1385,,,-0.12,-135.9473958,,-135.9474,,,,,
World,8/15/15,,,,,-0.08895,-0.1745,-0.017,,,-0.22,,,,,,,,
World,9/15/15,,,,,-0.20746,-0.2735,-0.1445,,,-0.21,,,,,,,,
World,10/15/15,,,,,-0.28982,-0.3535,-0.227,,,-0.24,-136.3473958,,-136.3474,,,,,
World,11/15/15,,,,,-0.24534,-0.307,-0.17,,,-0.13,,,,,,,,
World,12/15/15,,,,,-0.39118,-0.4545,-0.3145,,,-0.21,,,,,,,,
World,1/15/16,,,,,-0.38261,-0.4475,-0.3085,,,-0.12,-129.5807292,,-129.58073,,,,,
World,2/15/16,,,,,-0.27053,-0.336,-0.1965,,,-0.14,,,,,,,,
World,3/15/16,,,,,-0.38811,-0.4505,-0.3225,,,-0.28,,,,,,,,
World,4/15/16,,,,,-0.37209,-0.4365,-0.308,,,-0.3,-125.5807292,,-125.58073,,,,,
World,5/15/16,,,,,-0.36559,-0.44,-0.296,,,-0.35,,,,,,,,
World,6/15/16,,,,,-0.42757,-0.516,-0.352,,,-0.49,,,,,,,,
World,7/15/16,,,,,-0.38531,-0.4775,-0.309,,,-0.37,-134.7807292,,-134.78073,,,,,
World,8/15/16,,,,,-0.434,-0.523,-0.357,,,-0.28,,,,,,,,
World,9/15/16,,,,,-0.41319,-0.4875,-0.3415,,,-0.36,,,,,,,,
World,10/15/16,,,,,-0.46739,-0.533,-0.4005,,,-0.33,-132.6140625,,-132.61406,,,,,
World,11/15/16,,,,,-0.56724,-0.6375,-0.4895,,,-0.46,,,,,,,,
World,12/15/16,,,,,-0.50739,-0.577,-0.4275,,,-0.81,,,,,,,,
World,1/15/17,,,,,-0.66774,-0.737,-0.5845,,,-0.57,-127.7807292,,-127.78073,,,,,
World,2/15/17,,,,,-0.52215,-0.589,-0.4405,,,-0.63,,,,,,,,
World,3/15/17,,,,,-0.65609,-0.7215,-0.5805,,,-0.63,,,,,,,,
World,4/15/17,,,,,-0.4841,-0.546,-0.415,,,-0.55,-137.3807292,,-137.38073,,,,,
World,5/15/17,,,,,-0.52215,-0.594,-0.4515,,,-0.55,,,,,,,,
World,6/15/17,,,,,-0.41111,-0.498,-0.334,,,-0.43,,,,,,,,
World,7/15/17,,,,,-0.32959,-0.42,-0.2515,,,-0.25,-134.4807292,,-134.48073,,,,,
World,8/15/17,,,,,-0.28857,-0.3765,-0.2095,,,-0.22,,,,,,,,
World,9/15/17,,,,,-0.239,-0.308,-0.168,,,-0.23,,,,,,,,
World,10/15/17,,,,,-0.40431,-0.4715,-0.3295,,,-0.44,-135.6807292,,-135.68073,,,,,
World,11/15/17,,,,,-0.52942,-0.601,-0.448,,,-0.34,,,,,,,,
World,12/15/17,,,,,-0.45772,-0.5315,-0.372,,,-0.68,,,,,,,,
World,1/15/18,,,,,-0.51101,-0.5885,-0.4295,,,-0.48,-134.4140625,,-134.41406,,,,,
World,2/15/18,,,,,-0.56862,-0.645,-0.488,,,-0.34,,,,,,,,
World,3/15/18,,,,,-0.48772,-0.5575,-0.413,,,-0.24,,,,,,,,
World,4/15/18,,,,,-0.52058,-0.59,-0.448,,,-0.44,-138.5473958,,-138.5474,,,,,
World,5/15/18,,,,,-0.37893,-0.45,-0.304,,,-0.43,,,,,,,,
World,6/15/18,,,,,-0.46119,-0.544,-0.382,,,-0.36,,,,,,,,
World,7/15/18,,,,,-0.43925,-0.534,-0.354,,,-0.32,-135.7140625,,-135.71406,,,,,
World,8/15/18,,,,,-0.48597,-0.5745,-0.402,,,-0.31,,,,,,,,
World,9/15/18,,,,,-0.37545,-0.4545,-0.293,,,-0.17,,,,,,,,
World,10/15/18,,,,,-0.34566,-0.42,-0.2695,,,-0.06,-134.1473958,,-134.1474,,,,,
World,11/15/18,,,,,-0.15552,-0.2375,-0.069,,,-0.12,,,,,,,,
World,12/15/18,,,,,-0.2348,-0.3175,-0.1475,,,-0.3,,,,,,,,
World,1/15/19,,,,,-0.18396,-0.263,-0.0915,,,-0.2,-141.0473958,,-141.0474,,,,,
World,2/15/19,,,,,-0.1188,-0.195,-0.0295,,,-0.23,,,,,,,,
World,3/15/19,,,,,-0.30907,-0.3795,-0.2275,,,-0.21,,,,,,,,
World,4/15/19,,,,,-0.22836,-0.2935,-0.1535,,,-0.12,-138.3807292,,-138.38073,,,,,
World,5/15/19,,,,,-0.29675,-0.371,-0.2185,,,-0.28,,,,,,,,
World,6/15/19,,,,,-0.40367,-0.4905,-0.3215,,,-0.36,,,,,,,,
World,7/15/19,,,,,-0.47836,-0.567,-0.3965,,,-0.29,-128.4807292,,-128.48073,,,,,
World,8/15/19,,,,,-0.47402,-0.5615,-0.3905,,,-0.33,,,,,,,,
World,9/15/19,,,,,-0.42102,-0.496,-0.3415,,,-0.25,,,,,,,,
World,10/15/19,,,,,-0.4449,-0.5185,-0.3625,,,-0.2,-130.7807292,,-130.78073,,,,,
World,11/15/19,,,,,-0.50522,-0.578,-0.42,,,-0.41,,,,,,,,
World,12/15/19,,,,,-0.5414,-0.6175,-0.4525,,,-0.42,,,,,,,,
World,1/15/20,,,,,-0.39331,-0.473,-0.299,,,-0.25,-138.3140625,,-138.31406,,,,,
World,2/15/20,,,,,-0.35361,-0.426,-0.2665,,,-0.27,,,,,,,,
World,3/15/20,,,,,-0.22074,-0.289,-0.1365,,,-0.12,,,,,,,,
World,4/15/20,,,,,-0.3422,-0.4105,-0.258,,,-0.24,-134.8140625,,-134.81406,,,,,
World,5/15/20,,,,,-0.28166,-0.358,-0.193,,,-0.27,,,,,,,,
World,6/15/20,,,,,-0.22226,-0.316,-0.1265,,,-0.36,,,,,,,,
World,7/15/20,,,,,-0.34605,-0.4415,-0.25,,,-0.3,-127.1807292,,-127.18073,,,,,
World,8/15/20,,,,,-0.32352,-0.4115,-0.229,,,-0.26,,,,,,,,
World,9/15/20,,,,,-0.24264,-0.3185,-0.153,,,-0.22,,,,,,,,
World,10/15/20,,,,,-0.17273,-0.242,-0.0865,,,-0.26,-133.7807292,,-133.78073,,,,,
World,11/15/20,,,,,-0.24834,-0.323,-0.158,,,-0.27,,,,,,,,
World,12/15/20,,,,,-0.2684,-0.344,-0.177,,,-0.47,,,,,,,,
World,1/15/21,,,,,-0.37379,-0.453,-0.2905,,,-0.04,-131.9140625,,-131.91406,,,,,
World,2/15/21,,,,,-0.22873,-0.3055,-0.147,,,-0.18,,,,,,,,
World,3/15/21,,,,,-0.34669,-0.4225,-0.2675,,,-0.23,,,,,,,,
World,4/15/21,,,,,-0.30681,-0.377,-0.2275,,,-0.29,-126.8140625,,-126.81406,,,,,
World,5/15/21,,,,,-0.34861,-0.43,-0.2615,,,-0.3,,,,,,,,
World,6/15/21,,,,,-0.26492,-0.3545,-0.1755,,,-0.27,,,,,,,,
World,7/15/21,,,,,-0.22645,-0.315,-0.1395,,,-0.14,-129.5473958,,-129.5474,,,,,
World,8/15/21,,,,,-0.26083,-0.347,-0.1725,,,-0.26,,,,,,,,
World,9/15/21,,,,,-0.16626,-0.2425,-0.0815,,,-0.19,,,,,,,,
World,10/15/21,,,,,-0.14131,-0.216,-0.0585,,,-0.03,-136.5473958,,-136.5474,,,,,
World,11/15/21,,,,,-0.2473,-0.325,-0.1645,,,-0.14,,,,,,,,
World,12/15/21,,,,,-0.20603,-0.2855,-0.122,,,-0.18,,,,,,,,
World,1/15/22,,,,,-0.33954,-0.4145,-0.253,,,-0.34,-131.9473958,,-131.9474,,,,,
World,2/15/22,,,,,-0.18841,-0.261,-0.104,,,-0.44,,,,,,,,
World,3/15/22,,,,,-0.23063,-0.3015,-0.1475,,,-0.15,,,,,,,,
World,4/15/22,,,,,-0.30711,-0.379,-0.2225,,,-0.23,-129.8807292,,-129.88073,,,,,
World,5/15/22,,,,,-0.48569,-0.5645,-0.398,,,-0.33,,,,,,,,
World,6/15/22,,,,,-0.39108,-0.4755,-0.3005,,,-0.3,,,,,,,,
World,7/15/22,,,,,-0.30512,-0.3925,-0.2135,,,-0.27,-133.6473958,,-133.6474,,,,,
World,8/15/22,,,,,-0.37791,-0.463,-0.2865,,,-0.33,,,,,,,,
World,9/15/22,,,,,-0.34692,-0.418,-0.2645,,,-0.35,,,,,,,,
World,10/15/22,,,,,-0.37297,-0.446,-0.2875,,,-0.32,-134.7473958,,-134.7474,,,,,
World,11/15/22,,,,,-0.37336,-0.446,-0.2885,,,-0.14,,,,,,,,
World,12/15/22,,,,,-0.37589,-0.449,-0.2905,,,-0.2,,,,,,,,
World,1/15/23,,,,,-0.38927,-0.4615,-0.2985,,,-0.27,-128.5807292,,-128.58073,,,,,
World,2/15/23,,,,,-0.37037,-0.442,-0.2805,,,-0.39,,,,,,,,
World,3/15/23,,,,,-0.43264,-0.507,-0.343,,,-0.34,,,,,,,,
World,4/15/23,,,,,-0.25526,-0.3305,-0.166,,,-0.41,-126.5140625,,-126.51406,,,,,
World,5/15/23,,,,,-0.30421,-0.384,-0.211,,,-0.33,,,,,,,,
World,6/15/23,,,,,-0.31362,-0.4045,-0.2155,,,-0.29,,,,,,,,
World,7/15/23,,,,,-0.36152,-0.4515,-0.2665,,,-0.31,-129.5473958,,-129.5474,,,,,
World,8/15/23,,,,,-0.37764,-0.462,-0.2835,,,-0.33,,,,,,,,
World,9/15/23,,,,,-0.38637,-0.4595,-0.2995,,,-0.31,,,,,,,,
World,10/15/23,,,,,-0.33539,-0.4115,-0.244,,,-0.14,-134.2807292,,-134.28073,,,,,
World,11/15/23,,,,,-0.1598,-0.233,-0.068,,,-0.03,,,,,,,,
World,12/15/23,,,,,-0.13397,-0.2095,-0.0405,,,-0.04,,,,,,,,
World,1/15/24,,,,,-0.25819,-0.334,-0.1705,,,-0.22,-138.7140625,,-138.71406,,,,,
World,2/15/24,,,,,-0.17229,-0.246,-0.087,,,-0.23,,,,,,,,
World,3/15/24,,,,,-0.2607,-0.3335,-0.177,,,-0.08,,,,,,,,
World,4/15/24,,,,,-0.18126,-0.2555,-0.099,,,-0.3,-136.3807292,,-136.38073,,,,,
World,5/15/24,,,,,-0.21872,-0.2975,-0.133,,,-0.18,,,,,,,,
World,6/15/24,,,,,-0.26819,-0.3575,-0.176,,,-0.26,,,,,,,,
World,7/15/24,,,,,-0.28699,-0.374,-0.198,,,-0.29,-138.9807292,,-138.98073,,,,,
World,8/15/24,,,,,-0.323,-0.4085,-0.233,,,-0.36,,,,,,,,
World,9/15/24,,,,,-0.3701,-0.4515,-0.2815,,,-0.32,,,,,,,,
World,10/15/24,,,,,-0.39035,-0.4675,-0.303,,,-0.35,-139.0140625,,-139.01406,,,,,
World,11/15/24,,,,,-0.47727,-0.5515,-0.3905,,,-0.2,,,,,,,,
World,12/15/24,,,,,-0.53956,-0.617,-0.451,,,-0.43,,,,,,,,
World,1/15/25,,,,,-0.46781,-0.543,-0.3815,,,-0.37,-135.6140625,,-135.61406,,,,,
World,2/15/25,,,,,-0.408,-0.4825,-0.324,,,-0.39,,,,,,,,
World,3/15/25,,,,,-0.28142,-0.352,-0.2005,,,-0.27,,,,,,,,
World,4/15/25,,,,,-0.39336,-0.4705,-0.3065,,,-0.25,-137.1140625,,-137.11406,,,,,
World,5/15/25,,,,,-0.20044,-0.288,-0.1095,,,-0.29,,,,,,,,
World,6/15/25,,,,,-0.26028,-0.3485,-0.169,,,-0.33,,,,,,,,
World,7/15/25,,,,,-0.22539,-0.315,-0.134,,,-0.27,-138.4473958,,-138.4474,,,,,
World,8/15/25,,,,,-0.18868,-0.2765,-0.0985,,,-0.21,,,,,,,,
World,9/15/25,,,,,-0.21559,-0.2975,-0.127,,,-0.2,,,,,,,,
World,10/15/25,,,,,-0.24854,-0.3235,-0.164,,,-0.17,-135.8473958,,-135.8474,,,,,
World,11/15/25,,,,,-0.13905,-0.215,-0.0525,,,0.06,,,,,,,,
World,12/15/25,,,,,-0.16677,-0.2435,-0.079,,,0.06,,,,,,,,
